id,followers_count,comment_count,post_count,like_count,friends_count,group_count,posts_count,reposts_count,videos_count,audios_count,photos_count,gifts_count
8260,0,4,17720,155,315,0,5306,348,4789,1153,1035,140
8261,72,8346,100,215,128,210,17,38,21,314,1993,22
8262,1500,57,2600,2223,98,2048,32,1565,1737,0,69,0
8263,11,5,500,620,408,110,126,303,196,0,1082,0
8264,14,7,1100,25,98,202,618,7,117,138,534,1
8265,21,5,800,303,38,0,51,681,11,0,90,0
8266,98,6,3399,596,175,1538,110,1820,44,2,704,29
8267,475,151,400,1872,303,228,99,301,1231,0,1423,0
8268,1030,6,8701,799,822,254,290,585,167,0,784,0
8269,33,8,5842,1026,130,0,202,471,268,24,240,25
8270,113,333,500,423,881,110,57,443,2289,3804,52,0
8271,71,163,699,109,316,382,171,206,3281,1749,6334,0
8272,417,14,2012,345,265,232,34,356,58,0,210,32
8273,587,22,500,1367,147,2010,111,241,95,304,1548,0
8274,30,77,500,182,234,72,58,304,43,80,275,0
8275,1819,29,600,252,409,574,25,344,1177,1500,482,0
8276,140,39,1100,92,424,2556,316,415,30,149,1031,16
8277,934,36,600,1988,245,3328,1,599,1936,0,770,0
8278,45,13,1999,2437,235,602,47,1127,1263,384,724,40
8279,41,5,1500,816,22,0,15,1068,130,0,123,0
8280,3,2,4300,699,45,278,23,2311,819,0,105,0
8281,185,31,899,352,119,1462,27,517,484,0,484,0
8282,76,2315,170,48,112,38,74,2,75,0,419,0
8283,304,2376,200,401,291,96,17,183,176,0,15,0
8284,50,1,920,80,116,0,139,562,59,4,292,3
8285,23,28,3400,1167,13,182,28,1700,8,61,76,55
8286,50,873,499,231,198,280,10,267,1794,1473,355,0
8287,1138,179,1133,1875,458,246,204,180,27,0,1079,11
8288,14,63,600,689,27,130,51,549,0,0,0,0
8289,22,7,1655,93,28,0,24,739,79,78,33,84
8290,110,7,2200,1309,15,0,65,1786,697,0,921,0
8291,0,50,1600,1,981,1566,958,8,204,650,33025,7
8292,32,327,1500,183,7,136,967,84,49,108,3707,12
8293,474,15,1300,695,416,4408,22,720,655,161,8,19
8294,169,4,1400,252,77,1030,35,522,202,0,394,0
8295,233,30,1200,8090,141,1090,93,663,151,0,707,0
8296,7,4,900,365,14,0,52,562,19,1,121,0
8297,104,1,1200,70,24,1138,4,1011,8,0,61,5
8298,12,3,18799,32,35,5720,1359,9132,1620,1545,3457,2
8299,278,14,1804,2626,37,0,18,1785,5,47,179,12
8300,30,5868,2,29,1,6,0,0,2,0,1,0
8301,84,36,9100,484,48,0,29,7329,25,1,312,1
8302,4,4,427,262,16,222,257,170,104,0,683,0
8303,1020,27,8705,34,1234,0,494,582,443,176,6184,52
8304,298,11,3675,352,2100,296,177,439,64,0,607,0
8305,249,629,398,1184,191,70,12,184,185,692,819,21
8306,592,1,400,2001,101,306,31,368,310,0,273,0
8307,90,3539,100,56,106,116,7,2,60,10,58,0
8308,566,294,299,402,329,744,77,127,1109,426,484,35
8309,35,16,700,152,122,0,1,432,80,857,5355,40
8310,449,1688,264,365,236,130,15,249,1300,0,536,0
8311,84,55,600,366,230,136,5,595,209,0,379,0
8312,229,489,300,121,342,300,217,83,972,0,4578,0
8313,151,137,500,791,389,658,39,461,638,0,667,0
8314,14,1561,200,102,34,24,3,55,5,0,20,0
8315,234,2,1843,203,930,1640,54,514,47,77,1098,20
8316,345,10,899,1224,128,434,173,651,642,0,1065,0
8317,563,17,400,213,782,602,132,268,737,0,2076,0
8318,141,19,600,202,41,2230,7,593,335,0,510,17
8319,289,1343,100,86,233,72,8,28,553,606,539,43
8320,132,35,2639,105,38,0,1,2125,4,3,4,1
8321,216,3,799,289,176,3850,5,417,3,0,78,0
8322,48,715,2904,380,111,0,33,375,35,0,39,0
8323,108,212,400,113,14,0,26,235,842,820,393,45
8324,768,34,5798,321,308,632,201,968,898,0,333,0
8325,247,511,306,237,282,168,6,2,32,0,1460,0
8326,12,102,1100,1737,11,0,285,815,331,0,210,38
8327,1,9,500,856,72,142,57,443,41,0,34,0
8328,111,50,9067,801,38,0,375,443,789,941,2164,12
8329,29,810,142,951,57,178,0,74,8,0,30,0
8330,81,539,2009,462,216,244,187,500,82,144,3499,21
8331,132,6,3220,12,193,0,100,303,228,245,1326,0
8332,64,3782,1296,281,40,0,29,64,100,0,2294,0
8333,206,375,1100,239,210,446,47,388,990,0,760,14
8334,48,4139,240,100,151,40,11,38,51,45,62,4
8335,40,125,800,111,97,510,46,406,4049,0,1189,0
8336,197,17,500,171,92,44,72,428,122,0,430,0
8337,25,7,1700,1095,1,0,13,1670,36,24,214,0
8338,28,11,700,174,19,0,24,467,253,2840,1014,0
8339,339,66,8906,2475,84,0,45,841,552,2693,289,0
8340,93,1,400,80,20,0,10,390,165,0,380,0
8341,96,6,1617,245,64,0,133,494,15,0,599,0
8342,37,240,1300,24,137,770,688,191,2178,0,380,0
8343,1322,479,600,598,82,1172,180,120,227,0,1587,0
8344,198,11,2000,486,14,0,102,1323,462,0,493,0
8345,39,7,600,255,7,386,25,447,523,3,75,0
8346,267,92,1800,678,571,456,126,661,39,0,1572,0
8347,51,3,5773,205,15,0,50,1242,137,467,163,12
8348,31,8,772,14,285,0,29,531,7,2,10,2
8349,43,29,700,235,14,0,1,339,104,338,124,2
8350,49,3,1099,482,9,0,261,639,198,979,22,24
8351,48,16,600,121,200,1028,279,91,76,321,1157,5
8352,41,27,605,130,13,60,32,423,179,611,136,0
8353,73,9,800,31,57,0,1,799,14,104,26,2
8354,34,11,453,608,3,0,36,399,3,171,1,0
8355,25,298,255,230,46,116,9,246,40,83,27,11
8356,7,12,496,282,21,0,13,483,0,0,0,0
8357,155,311,2319,4047,332,68,138,139,40,114,5031,18
8358,168,100,2500,6950,143,338,72,1674,217,0,680,0
8359,232,192,1244,172,197,68,162,48,2188,0,1347,0
8360,70,691,200,310,178,112,49,47,235,0,177,0
8361,64,3966,200,261,115,60,8,121,149,0,76,0
8362,797,2954,401,3532,240,332,13,388,836,0,959,0
8363,36,88,2127,107,235,234,32,421,315,1634,1406,0
8364,96,68,600,1239,164,1302,22,578,198,0,165,20
8365,252,2094,900,47,97,1060,83,611,555,0,878,0
8366,180,14,499,178,96,124,89,410,248,0,340,0
8367,831,118,600,2591,278,1026,215,217,380,0,2322,0
8368,178,9,816,139,219,194,384,16,166,0,2291,0
8369,645,60,599,536,452,484,87,401,2652,0,2062,0
8370,190,3755,100,152,402,446,28,72,782,0,1280,0
8371,2074,48,1940,22,611,382,54,378,428,280,2591,0
8372,127,2,6300,386,196,320,110,4359,94,108,579,29
8373,279,1491,800,532,248,298,10,590,608,842,111,0
8374,4711,2,1000,104,385,730,138,236,2627,5126,156,0
8375,3,2,500,157,112,166,90,348,87,0,271,0
8376,84,9,1098,112,53,0,7,765,550,1473,1035,68
8377,27,1,1000,61,167,144,24,908,25,0,26,0
8378,65,6,3146,1408,39,0,123,1154,512,0,1063,0
8379,251,56,1200,746,321,980,232,262,1713,540,862,0
8380,32,25,500,606,152,568,12,488,1115,0,262,0
8381,378,11,6261,332,387,2546,106,554,927,0,829,20
8382,326,1,500,47,222,628,37,329,450,0,257,0
8383,34,387,200,164,9,0,89,47,9,0,369,18
8384,118,90,1998,221,92,316,306,848,783,0,2359,37
8385,522,50,900,191,368,234,242,266,146,108,2085,75
8386,34,36,800,97,36,562,89,474,199,28,486,24
8387,378,803,200,1653,26,330,31,37,1088,1217,645,0
8388,28,5,800,244,162,394,148,361,1732,5675,485,0
8389,163,170,800,588,89,3468,131,669,425,1231,4544,0
8390,36,778,500,63,22,510,78,131,279,0,165,0
8391,988,22,800,1209,78,2254,44,382,303,0,517,0
8392,80,3891,300,13309,43,296,14,286,160,300,2,25
8393,17,2,1400,199,25,412,12,864,46,0,255,0
8394,77,1,800,689,26,140,7,437,61,0,113,0
8395,160,5,600,144,23,0,12,386,2,65,172,5
8396,15,99,6697,1423,63,0,759,702,542,0,62,140
8397,31,77,400,649,19,0,0,400,3,0,18,0
8398,123,1,700,86,30,954,116,392,113,2241,248,0
8399,54,4,600,562,31,2338,166,378,244,0,537,52
8400,13,13,5150,3789,5,402,9,3375,1,83,11,2
8401,6,6,1723,45,826,0,16,377,0,3,32,0
8402,137,58,608,1053,112,464,68,444,0,0,0,0
8403,8,32,800,310,4,96,270,246,57,0,483,0
8404,14,1,2604,135,27,0,50,890,34,74,313,11
8405,13,1291,500,597,8,102,39,195,57,0,9,0
8406,22,34,4099,179,57,1942,29,3863,4,29,43,4
8407,33,679,200,70,38,138,62,76,0,0,210,0
8408,22,11,1184,76,17,266,212,598,40,80,27,12
8409,1,2,500,21,16,0,80,364,19,162,542,17
8410,65,175,328,572,13,170,12,266,3,0,263,8
8411,1,2,499,91,18,0,12,487,0,0,30,0
8412,108,1,2749,288,19,0,122,2627,533,0,15,0
8413,8632,25,10836,85,10002,3354,1280,221,5776,0,13776,0
8414,1081,36,2090,46,3757,0,38,578,136,0,1425,0
8415,218,5673,2767,1250,640,762,435,828,575,733,1329,12
8416,1140,747,1000,233,1149,270,522,111,1078,10000,26803,0
8417,283,74,600,2119,957,622,7,593,1018,0,133,68
8418,60,117,477,259,204,0,51,231,2,0,1057,0
8419,7,56,400,428,84,178,53,347,1608,0,14,0
8420,93,192,699,223,1988,2030,171,399,746,437,1071,0
8421,2546,80,500,1187,314,620,67,355,230,0,876,0
8422,149,2,1000,994,2070,366,57,707,866,3410,388,0
8423,25,1,1100,734,40,162,62,347,177,0,191,0
8424,11,4,700,54,142,242,325,321,311,0,584,0
8425,98,347,500,125,591,232,63,358,65,124,932,0
8426,0,459,34,5,1,0,4,5,265,0,232,0
8427,80,50,400,754,315,966,8,392,76,0,140,0
8428,96,1,598,4,133,282,66,310,23,0,280,10
8429,116,1,1400,457,162,318,32,1088,119,0,201,0
8430,2,15,779,150,197,0,247,479,255,0,501,7
8431,138,264,700,376,4,0,24,581,244,723,732,0
8432,12,133,5700,1090,300,0,850,858,2019,1114,515,0
8433,635,25,500,1414,103,1358,238,122,499,2302,259,0
8434,64,5,700,357,3,1556,51,577,1693,0,86,0
8435,1012,15,400,159,248,0,342,57,514,0,2429,0
8436,86,2290,100,65,123,80,20,7,161,0,208,24
8437,136,2,699,1446,70,332,43,394,154,501,211,40
8438,143,21,4905,356,41,162,1658,662,77,0,1140,0
8439,30,126,500,263,25,1416,94,265,522,413,2759,47
8440,65,748,100,5553,118,458,65,1,261,228,685,0
8441,19,2,800,385,12,484,17,518,422,0,93,0
8442,26,411,600,148,7,222,120,307,1745,0,697,0
8443,162,43,4500,146,70,1602,62,3591,247,0,1357,0
8444,6,431,200,1035,7,82,4,196,145,19,332,4
8445,35,3,1599,827,35,1434,58,1461,85,340,191,3
8446,72,1,600,2,204,0,48,371,0,0,11,5
8447,22,134,4737,233,106,780,127,1471,75,313,36,12
8448,10,373,86,493,20,370,32,16,89,0,108,0
8449,26,42,700,213,4,0,10,374,3,36,14,4
8450,62,36,400,1279,22,406,21,379,21,174,107,0
8451,37,9,1021,218,24,174,153,715,72,0,106,4
8452,51,13,1110,82,47,0,28,783,163,876,120,6
8453,21,8,706,24,262,0,6,551,4,28,14,0
8454,52,6,3321,208,184,9950,1006,1344,3,71,84,6
8455,1,2,2449,1312,93,0,39,2410,18,291,38,0
8456,12,1,547,59,13,0,4,543,0,3,20,0
8457,44,8,1132,706,14,0,15,1117,9,79,58,0
8458,2356,736,6176,544,322,232,250,741,788,0,898,46
8459,104,55,598,18,113,0,14,584,129,0,34,0
8460,463,13,7410,129,113,0,351,81,433,1709,1776,30
8461,40,14,2354,19,1090,442,50,558,387,0,736,0
8462,946,199,301,336,381,148,11,175,169,0,75,0
8463,656,3,500,138,385,1354,299,201,725,0,328,0
8464,573,9,699,957,321,254,149,250,263,297,4585,0
8465,51,251,399,141,269,186,9,390,404,1142,564,0
8466,579,32,8596,189,225,748,93,787,1391,518,2827,52
8467,262,12,800,250,392,336,85,366,77,0,579,0
8468,714,32,500,1107,437,344,24,476,311,211,360,0
8469,636,2,3192,137,340,0,284,84,281,0,2161,0
8470,424,53,500,729,330,692,267,233,345,0,379,0
8471,774,15,1508,130,242,0,265,115,652,1053,965,15
8472,1058,16,1800,813,151,786,75,1046,1950,1771,1905,0
8473,54,58,400,1542,166,168,50,350,133,0,364,0
8474,1374,9,1439,529,233,0,38,479,678,0,197,0
8475,132,46,800,288,152,1010,22,778,545,465,258,0
8476,96,101,2986,84,808,0,403,41,441,0,6856,0
8477,300,3,400,215,177,152,10,389,71,0,358,0
8478,1,35,1200,148,85,64,542,270,1037,226,358,0
8479,244,1631,4343,434,200,0,36,949,238,0,366,0
8480,259,14,1800,37,198,154,4,958,36,420,45,0
8481,33,813,100,151,16,0,12,16,9,0,32,0
8482,246,28,2677,501,2174,826,490,52,92,173,2595,27
8483,0,1135,23,6,5,0,2,10,1,0,24,0
8484,195,4,1200,932,33,0,809,391,164,343,501,12
8485,3,30,700,73,91,148,267,102,191,0,1996,28
8486,58,7,1099,11074,60,0,11,429,1534,2012,118,0
8487,1,24,4398,1625,1629,540,12,1890,69,0,862,0
8488,76,1299,1397,1959,16,124,36,1361,229,193,1210,0
8489,46,2,1738,240,24,0,87,467,149,0,435,15
8490,53,21,600,125,106,846,335,94,195,0,1837,13
8491,358,83,3635,903,43,1650,78,961,396,0,629,14
8492,5,144,1000,1546,40,3802,59,662,56,222,178,12
8493,164,1,500,2277,3,0,58,442,52,0,417,0
8494,178,3,1000,214,16,604,18,886,232,447,46,37
8495,25,42,1500,134,1,0,140,907,287,663,390,6
8496,59,1,3200,1979,60,748,97,1157,954,0,141,0
8497,129,8,1300,279,89,1016,39,382,506,2023,70,0
8498,62,1003,100,835,8,218,7,5,184,0,93,0
8499,21,1507,80,11,19,80,4,20,3,0,12,0
8500,26,349,400,341,14,182,3,201,11,358,6,0
8501,9,72,399,399,24,114,189,210,38,115,252,1
8502,104,5,1800,875,28,0,141,900,89,0,119,0
8503,18,12,666,32,35,0,37,476,229,0,1101,0
8504,180,8,1706,88,422,0,47,659,11,34,26,1
8505,4,6,5864,2699,5,396,21,5037,0,0,38,14
8506,510,7,1301,1149,104,1894,33,740,3018,0,704,0
8507,57,1,2100,813,71,0,21,1502,301,89,1444,12
8508,418,63,7648,89,728,274,308,617,345,0,3575,32
8509,174,1833,399,109,37,0,58,213,13,0,294,0
8510,479,16,401,147,1024,274,108,293,154,0,2801,0
8511,85,21,899,394,62,0,58,466,25,0,562,0
8512,40,869,200,21,197,138,3,147,289,1655,20,0
8513,1119,383,14893,1026,378,0,96,87,659,0,2309,198
8514,560,98,300,685,59,402,1,299,664,0,74,0
8515,83,5453,400,68,46,150,47,209,673,120,82,20
8516,214,17,800,291,18,264,32,768,45,0,501,0
8517,96,31,500,705,188,170,3,497,1072,0,193,0
8518,0,4,1200,246,88,50,14,787,154,0,40,0
8519,40,258,200,1387,114,86,59,52,76,0,104,0
8520,33,14,800,1858,31,0,36,411,87,0,154,0
8521,32,5,1317,672,43,0,80,919,14,0,338,0
8522,152,68,1400,1476,673,224,145,1092,498,218,2831,0
8523,1789,5,11389,236,1028,0,2,773,26,70,26,0
8524,402,27,2399,3991,253,706,153,1545,235,320,1453,84
8525,213,3,400,830,138,628,18,382,786,0,1086,0
8526,1115,2,1600,200,1021,1482,125,999,1681,0,2362,0
8527,132,442,10,2,74,188,2,1,12,0,30,0
8528,266,391,999,114,103,110,39,374,105,460,637,0
8529,151,5,800,313,409,398,409,120,126,0,325,0
8530,178,130,400,3284,332,664,71,329,10,19,217,0
8531,41,772,500,7756,149,134,99,401,549,0,122,0
8532,883,7,500,484,292,460,61,330,65,401,598,0
8533,23,16,7800,2085,211,188,3,6973,40,0,1162,0
8534,619,107,600,323,415,762,100,297,463,0,1389,0
8535,37,5350,200,35,444,34,20,53,348,535,717,0
8536,88,516,158,51,103,142,8,22,245,0,563,0
8537,160,1,1100,241,4,0,12,813,2880,0,753,0
8538,30,2,600,164,17,0,15,451,2,144,117,0
8539,110,276,100,35,16,160,35,62,3017,0,1113,86
8540,191,15,3900,316,153,366,1202,1384,168,0,1089,0
8541,14,15,1766,108,130,0,163,490,82,15,5163,0
8542,159,73,3636,563,92,0,74,321,513,0,588,0
8543,126,231,900,1150,167,162,33,560,1195,0,598,31
8544,73,1126,70,190,21,0,14,19,0,0,56,50
8545,101,1,1100,1163,73,428,81,371,8,0,421,0
8546,115,120,500,312,252,482,162,338,461,0,150,0
8547,153,54,500,1562,27,1252,112,372,429,0,140,0
8548,47,25,5819,1044,66,0,316,1112,643,0,3343,24
8549,134,4,900,495,112,0,44,593,49,0,310,0
8550,93,4,1100,96,34,116,31,708,218,0,1593,21
8551,79,51,600,688,25,948,55,525,843,0,399,0
8552,10,9,3095,931,18,0,39,561,1,0,1717,0
8553,154,17609,2,100,2,0,2,0,8,0,4,0
8554,115,58,7398,346,178,3686,464,4632,5744,3467,1516,77
8555,1,1,899,7,2,0,61,603,141,16,55,4
8556,59,51,700,1759,13,116,16,380,77,478,75,4
8557,10,154,1971,250,49,628,34,563,331,125,1079,1
8558,2,16,800,1916,57,850,323,84,81,0,949,8
8559,56,22,2299,416,25,0,532,832,179,0,576,0
8560,182,57,2435,910,41,448,322,720,109,242,994,38
8561,9,125,3700,723,7,54,4,2804,2,0,2,0
8562,46,17,1100,392,1,782,42,692,287,0,162,0
8563,64,43,2600,273,7,1606,155,1434,39,12,639,0
8564,17,13,500,317,2,70,26,334,1,18,28,7
8565,22,48,746,431,82,0,2,744,18,36,40,2
8566,12,2,816,89,47,222,130,684,9,137,130,2
8567,53,68,400,1003,2,1626,48,351,3957,1903,315,5
8568,17,5,765,53,4,0,22,665,29,0,25,0
8569,72,24,495,191,67,780,155,279,21,0,586,4
8570,0,36,1367,67,25,104,88,1279,12,32,198,3
8571,547,73,499,377,204,176,79,255,185,0,2106,0
8572,173,13,5972,22,3828,426,91,418,2656,0,551,58
8573,287,447,400,24,131,302,80,320,6,0,18,0
8574,86,82,500,422,278,316,12,315,1086,911,219,0
8575,417,35,500,783,383,596,133,210,222,261,1567,0
8576,6122,10,3705,79,2327,0,238,194,398,0,2952,0
8577,192,1,700,412,391,494,326,372,0,0,0,0
8578,83,760,477,531,401,0,56,3,697,150,1577,45
8579,1880,5,3639,1101,299,0,64,431,1870,0,408,0
8580,125,3,900,61,181,266,212,342,129,0,187,0
8581,132,5,900,39,432,434,47,424,76,131,2812,0
8582,167,1,2988,50,494,0,135,262,202,1425,859,0
8583,178,7138,100,10,194,96,3,3,32,111,126,0
8584,102,153,600,2234,113,284,59,378,18,185,725,61
8585,99,269,300,1479,189,356,156,104,910,280,705,0
8586,33,39,1175,16,6407,904,243,114,45,0,770,12
8587,295,2,700,62,372,242,207,216,539,2579,763,78
8588,193,537,300,99,244,580,7,93,2494,0,112,0
8589,28,499,182,25,81,112,6,119,57,0,131,0
8590,432,12,4583,149,522,1628,300,713,825,549,1307,0
8591,47,1430,17500,13090,29,126,3768,7680,2946,1357,5819,1
8592,19,1,699,495,31,0,73,626,336,0,55,0
8593,2152,5,16240,16,3139,0,2700,127,86,155,8202,5
8594,803,13,600,1172,104,438,44,417,866,0,118,0
8595,29573,1766,154,16,837,1158,132,0,45,294,1986,95
8596,16,17,2600,215,9,0,8,484,675,0,287,0
8597,27,60,700,1170,493,1388,80,299,1109,0,1110,0
8598,79,11,1675,50,135,0,420,119,235,0,4,0
8599,41,1,4500,1739,1,0,57,2807,0,0,174,0
8600,194,277,200,2424,17,1602,44,114,119,1297,474,88
8601,5,1270,98,41,86,38,8,37,19,82,154,14
8602,400,11,1400,629,59,436,32,681,196,0,133,0
8603,30,798,10,641,20,20,2,8,87,16,5,0
8604,54,8,600,3666,37,220,6,594,10,0,228,0
8605,53,19,500,41,33,1098,94,298,461,1376,438,19
8606,208,45,600,25,84,276,49,398,108,371,607,16
8607,34,19,1647,67,25,0,63,1541,7,0,70,5
8608,470,5,900,917,66,1004,446,127,200,0,1795,0
8609,207,2,500,315,50,186,254,136,43,824,1063,0
8610,110,9,500,555,123,0,9,491,12,0,46,0
8611,23,24,800,308,49,104,38,459,91,0,7,0
8612,41,90,600,83,20,90,31,288,2,0,36,0
8613,7,3,2318,1976,37,2042,166,2148,78,204,1324,5
8614,56,4,7846,1146,45,1318,191,6820,0,0,233,0
8615,9,2,1050,36,9,0,501,549,5,0,4,0
8616,14,1,1965,9,7,0,197,1768,0,0,1,0
8617,39,11,650,108,25,0,18,632,283,500,25,0
8618,130,6,1409,1948,611,88,350,20,9,165,1231,0
8619,469,14,2195,81,46,0,33,467,588,694,3090,54
8620,62,37,699,33,182,62,111,275,533,0,1305,0
8621,1177,11,499,846,225,252,14,376,123,0,483,0
8622,28,37,399,117,282,224,13,358,956,2049,657,29
8623,1041,48,500,1524,156,788,283,217,2898,0,3613,0
8624,189,2222,800,528,79,182,138,476,66,1307,430,0
8625,1544,4,9400,105,1049,1156,278,612,2186,2366,291,20
8626,252,66,2264,541,794,376,297,211,985,19,2108,38
8627,121,5,13014,146,85,1632,68,9621,1915,0,3553,106
8628,155,4,500,2061,51,332,31,469,640,708,1016,0
8629,5766,7,8156,636,847,0,223,243,666,0,3903,0
8630,806,62,800,578,6713,714,181,334,2131,873,1117,431
8631,29,1279,199,1145,365,152,70,121,291,0,32,0
8632,31,57,680,4149,75,1014,0,672,32,0,20,0
8633,132,829,1630,47,94,0,107,30,16,23,1107,27
8634,29,4,699,371,13,0,6,609,11,0,1,0
8635,21,12,500,44,16,0,222,253,214,83,395,0
8636,48,2,2932,268,78,0,174,300,7,0,5919,44
8637,38,289,1185,1,130,494,88,189,318,242,30,14
8638,216,93,500,971,992,262,11,489,695,0,720,0
8639,23,4,2557,21,17,0,30,933,13,1,88,4
8640,303,58,500,67,42,194,151,187,343,0,1393,9
8641,92,29,700,1092,165,636,21,452,38,24,301,0
8642,41,80,728,50,17,0,42,346,84,15,127,6
8643,48,20,2843,393,39,0,59,335,138,603,761,80
8644,460,1,2417,48,55,50,188,968,209,0,181,0
8645,2731,5,2716,29,1242,0,416,23,77,0,2470,0
8646,21,1018,14,159,16,50,13,0,26,157,177,6
8647,22,195,1198,103,8,74,12,442,11,0,8,0
8648,54,14,1100,70,30,0,2,669,346,0,61,0
8649,154,7,1400,102,31,250,80,1251,89,0,13,0
8650,74,75,2300,239,166,790,18,1542,463,0,1045,0
8651,226,34,2100,264,80,382,272,796,0,0,0,0
8652,79,26,3900,802,87,0,50,2800,135,40,1471,28
8653,59,4,1400,2566,13,0,2,1398,2897,0,1401,0
8654,6,1,4200,528,5,0,80,3550,12,35,295,0
8655,23,16,1864,238,437,0,352,556,172,1357,190,0
8656,129,27,1400,206,22,1008,32,990,329,660,128,9
8657,45,3,900,3,434,0,1,487,174,39,43,44
8658,15,10,700,747,28,88,93,549,13,0,445,0
8659,37,14,900,59,481,668,88,468,9,0,854,0
8660,413,213,300,192,27,630,74,225,103,785,1370,0
8661,52,14,985,156,59,598,420,114,213,211,820,10
8662,3,491,500,447,23,92,14,409,19,0,38,0
8663,32,5,20255,10735,24,772,142,13972,175,0,10781,16
8664,15,3987,587,180,34,48,151,436,13,0,477,0
8665,49,308,600,242,21,0,4,183,114,87,637,5
8666,17,2,1009,299,32,0,162,631,119,134,395,1
8667,194,185,8099,268,71,310,101,5170,29,0,593,6
8668,15,296,100,165,6,36,6,84,2,0,7,0
8669,77,15,992,60,695,0,34,702,15,15,10,2
8670,13,316,1226,919,4,362,368,856,371,0,550,0
8671,232,13,2700,75,489,166,18,1323,842,0,262,36
8672,116,105,300,557,374,910,27,273,1001,0,147,0
8673,59,4,1399,699,211,182,83,1031,98,0,900,59
8674,256,156,22582,4791,184,0,651,2519,1237,0,515,0
8675,152,8,900,862,95,382,215,685,568,0,344,0
8676,57,39,499,163,273,328,4,410,79,13,56,0
8677,109,501,300,338,173,60,47,253,30,86,1422,0
8678,157,511,171,274,15,0,2,116,894,0,4,0
8679,32,18,600,176,165,170,30,452,65,0,151,0
8680,61,66,1349,11,341,0,214,209,305,266,4526,0
8681,77,7,700,375,213,256,291,101,1476,0,571,0
8682,120,1941,400,334,105,124,4,396,183,5,79,0
8683,2,1108,52,492,92,24,42,2,30,0,151,0
8684,53,14,3000,140,58,354,60,2483,7,0,334,0
8685,215,23,1100,11379,9,0,35,781,31,280,109,0
8686,35,25,1300,429,104,214,43,685,16,3,149,0
8687,165,5,799,987,227,520,6,793,951,953,574,0
8688,60,48,2627,1062,137,1282,146,1253,394,432,101,9
8689,35,1519,400,64,229,26,34,215,281,0,1497,0
8690,95,1,700,126,279,530,19,562,317,941,554,0
8691,127,1,1772,121,328,374,28,539,105,0,166,0
8692,132,3,4951,16,684,0,140,374,599,332,285,75
8693,124,2936,199,78,266,214,155,21,394,58,3086,0
8694,43,59,600,962,25,0,20,580,662,0,554,0
8695,47,2,400,156,58,904,25,375,108,89,14,0
8696,68,4,2399,1005,36,1344,22,2282,5,0,236,0
8697,98,466,300,58,23,70,13,189,485,0,242,0
8698,371,1030,100,673,14,328,19,2,291,0,632,0
8699,32,271,4527,479,149,0,11,2599,113,330,768,15
8700,265,13,999,300,57,310,17,476,122,412,301,0
8701,415,245,1400,643,81,1348,444,494,425,0,973,0
8702,135,56,1100,488,91,684,65,846,228,0,289,0
8703,62,133,1500,596,35,96,46,1302,7,0,601,0
8704,407,89,500,737,114,4126,27,353,380,304,2111,18
8705,63,29,500,1054,8,448,28,332,646,2143,206,0
8706,3,10,900,106,21,86,422,223,68,0,1064,0
8707,87,65,500,854,26,114,49,451,515,0,477,0
8708,68,2904,1300,5599,27,0,6,924,709,908,2294,0
8709,9,405,500,460,15,0,153,347,55,229,50,1
8710,192,5256,600,2323,40,498,436,14,486,0,1605,84
8711,83,24,1098,1171,7,274,21,950,0,192,14,4
8712,55,2,454,80,14,168,45,334,40,133,140,0
8713,114,3,700,115,80,544,102,277,26,77,252,87
8714,11,21,372,191,3,0,38,334,51,0,10,0
8715,211,23,5322,183,82,0,93,454,126,1301,392,21
8716,75,75,600,7148,402,1404,384,10,486,0,45142,47
8717,338,9528,312,177,181,492,15,6,378,0,414,0
8718,1838,369,600,1900,596,646,195,125,902,0,6886,0
8719,313,1,1272,271,34,0,11,385,250,0,96,0
8720,191,58,399,1109,154,434,15,384,135,0,132,0
8721,448,24,699,242,125,142,229,252,13,76,1142,14
8722,505,73,400,3284,768,464,234,153,838,0,1210,0
8723,137,30,799,578,95,0,44,420,273,0,762,17
8724,10,1,600,455,94,542,5,595,403,0,1207,0
8725,48,3,700,46,100,140,100,394,98,346,326,1
8726,8,134,700,43,106,676,372,87,1138,0,1610,0
8727,593,9,399,340,13,0,19,377,1149,2087,466,0
8728,526,1,400,159,234,2072,141,258,601,0,2428,88
8729,1358,44,1700,6325,693,1436,445,560,1031,0,1894,0
8730,210,4,41652,3094,95,504,48,15142,98,0,651,0
8731,196,420,600,6,507,1294,34,306,23,9,700,37
8732,136,2,500,499,88,216,24,476,58,0,332,0
8733,330,9,1700,753,130,516,134,725,1067,2031,0,0
8734,177,2,599,116,261,310,33,380,43,0,1683,43
8735,108,24,699,413,146,632,45,539,447,0,1363,0
8736,1764,3,2614,120,2766,0,49,520,486,0,22,0
8737,165,6,2100,200,30,0,60,1130,145,0,1649,0
8738,275,23,1000,1092,400,1312,25,563,11,0,92,17
8739,872,8,1100,7450,1520,6114,31,1069,1311,0,2678,0
8740,0,6,1800,238,83,352,34,1268,7,0,6,0
8741,941,50,14637,1344,577,984,260,847,583,1532,1544,129
8742,343,4,700,79,51,0,95,290,175,0,509,0
8743,157,60,600,711,49,0,59,397,95,0,744,9
8744,4,2,724,43,25,0,3,605,35,0,147,5
8745,18,3,700,25,49,0,131,385,50,5,727,0
8746,23,5,500,77,10,0,0,473,51,1145,3,4
