id,followers_count,comment_count,post_count,like_count,friends_count,group_count,posts_count,reposts_count,videos_count,audios_count,photos_count,gifts_count
1,1670,46,7220,96,1683,0,325,107,402,2188,10809,61
2,950,1,600,18,687,280,320,58,205,386,606,0
3,86,23,600,338,291,50,23,577,5,147,52,8
4,28,3,3408,50,192,0,532,472,311,392,11654,0
5,367,32,702,846,179,216,26,408,580,481,89,52
6,156,9,799,239,138,94,31,367,36,0,242,0
7,2,595,148,104,31,0,1,0,51,0,29,2
8,104,1387,400,91,148,692,45,181,111,195,538,0
9,44,568,300,353,129,84,0,79,17,67,194,0
10,3941,179,900,767,92,9624,17,393,805,860,1094,47
11,62,3,900,760,53,198,15,644,14,1,342,30
12,12,1,1052,579,32,0,9,868,0,0,13,0
13,4,3811,200,688,64,82,22,57,0,0,656,19
14,2618,6,12627,72,1771,0,431,73,426,92,5334,130
15,81,38,699,368,240,452,38,500,436,0,275,0
16,354,19,30600,34,2526,0,5948,152,291,0,44350,0
17,6,824,115,24,55,112,8,12,1,3,62,7
18,27,504,500,174,54,88,49,451,170,0,1167,0
19,284,91,700,694,471,870,34,666,1960,4469,10405,0
20,100,1,1164,187,28,0,4,499,25,84,148,8
21,661,51,1900,122,96,0,168,1538,739,0,1372,35
22,307,374,300,207,434,386,8,111,761,935,357,0
23,32,8,600,91,6,358,5,361,1569,0,295,0
24,248,4,3963,178,25,844,78,431,635,0,941,70
25,52,366,4490,779,25,0,150,616,796,3013,8206,0
26,23,33,700,4257,11,210,132,529,18,9,233,0
27,26,46,600,746,346,4842,216,236,205,2015,3683,26
28,16,3437,100,106,18,28,16,51,10,2,77,0
29,130,1,800,1603,11,0,14,416,607,166,503,0
30,174,22,1300,897,43,3070,22,939,141,1291,413,37
31,134,16,3400,551,54,4062,9,2347,6607,3772,35,41
32,35,12,1859,388,21,0,12,447,56,88,33,0
33,226,7,500,36,455,1556,7,373,555,422,94,19
34,98,999,200,193,26,1242,24,140,734,1813,1030,0
35,88,51,800,134,38,994,52,448,13,217,166,4
36,0,6,456,53,20,0,9,405,1,0,5,0
37,52,38,500,185,12,72,38,423,38,0,8,0
38,440,14,1800,4831,6,1906,65,1113,918,0,139,0
39,0,2,522,307,14,0,351,171,266,0,2286,0
40,18,83,600,634,35,0,65,275,485,275,561,141
41,40,26,6247,177,34,0,46,1223,141,0,1525,0
42,2,218,756,147,51,364,135,453,154,0,256,0
43,5,71,1700,102,12,108,89,835,124,498,267,6
44,23,8,845,232,33,736,52,568,96,0,349,18
45,16,481,1100,11423,40,266,59,1041,38,0,458,0
46,162,3,13300,1059,17,1032,5098,7190,1169,978,5335,35
47,17,5,799,24,3,66,16,388,8,4,489,5
48,144,29,559,91,19,1220,35,417,221,0,157,18
49,0,7,448,119,8,950,307,139,0,116,97,24
50,131,10,512,319,36,820,36,476,7,0,117,0
51,707,6,11447,1405,512,0,291,333,859,0,1607,33
52,79,60,500,5474,149,208,0,500,1222,0,1218,0
53,90,281,500,42,25,0,53,315,289,76,69,0
54,382,10,500,23,473,1836,489,11,552,516,1602,0
55,157,13,399,80,317,84,391,8,85,72,6745,36
56,282,17,2249,75,939,716,95,329,186,317,811,0
57,430,6,19237,62,73,0,65,2864,241,579,395,187
58,704,106,12298,5032,67,0,109,8639,301,0,668,18
59,86,1740,100,2077,132,210,44,13,572,0,1565,0
60,5,8,2966,164,44,0,85,350,568,390,245,104
61,0,480,54,3,28,0,11,2,24,20,585,7
62,11,1,1181,2021,48,160,10,762,174,44,365,0
63,1343,86,400,203,290,370,105,295,225,0,961,0
64,153,5,3415,51,27,0,117,297,455,0,3364,0
65,39,3,5261,1718,12,0,30,2929,0,0,17,0
66,12,2,3700,174,7,0,23,2471,4,0,18,6
67,53,29,900,938,151,560,9,367,1,0,1459,7
68,134,1,400,45,126,0,39,360,47,0,1408,19
69,465,398,5575,201,833,0,378,44,2110,3563,8596,131
70,74,122,500,648,28,0,29,254,336,0,59,15
71,50,23,1823,614,7,0,156,302,5,0,661,0
72,293,40,6000,112,157,162,96,3555,334,0,116,0
73,436,225,2994,506,21,0,350,58,1013,0,3166,0
74,82,9,700,1934,58,0,7,693,206,0,354,0
75,90,354,1999,2853,122,0,145,1854,2949,340,102,0
76,608,7,600,737,52,954,60,412,856,0,768,42
77,83,6,9200,1636,19,0,1052,8148,7156,10000,9702,0
78,2,11,699,494,33,238,8,420,62,0,12,0
79,51,1,599,114,16,168,26,390,9,0,210,0
80,94,16,6085,119,46,1138,439,2414,973,548,2903,26
81,10,3,2398,57,25,0,336,1331,50,137,1151,11
82,28,193,800,95,28,100,148,240,91,0,533,0
83,46,2,1637,911,21,0,20,624,21,102,124,6
84,12,4,842,21,19,0,13,806,14,24,974,2
85,27,45,3100,979,55,678,130,2194,193,0,643,0
86,80,97,1600,127,21,600,67,1081,100,0,322,14
87,8,33,1000,123,12,0,359,85,30,325,42,0
88,30,6,2199,359,44,370,78,2062,929,0,461,0
89,0,1179,100,45,98,0,0,13,22,364,7880,0
90,182,1365,258,26,32,506,189,51,172,0,430,37
91,30,9,1777,6237,78,0,39,1736,49,30,28,6
92,111,1800,647,35,197,26,4,16,49,1233,199,41
93,2761,446,1966,42,1226,1470,299,248,3820,1902,1516,23
94,659,33,2428,102,330,328,137,379,1721,1183,63,0
95,155,1,5821,85,119,0,60,400,584,0,350,0
96,84,2,2089,674,303,136,181,325,466,0,1668,0
97,585,7,31977,1740,6649,2060,105,4102,429,10000,709,0
98,10,33,13220,326,190,0,21,2262,860,1294,1513,9
99,102,102,700,109,986,374,113,227,653,781,691,0
100,454,67,4518,468,690,638,184,173,1422,0,885,0
101,21,9,400,110,277,662,56,344,417,115,443,0
102,289,120,1000,734,172,502,172,396,733,0,2793,48
103,218,671,100,1157,50,142,72,12,1157,10000,1454,0
104,35,75,6457,154,67,0,773,1189,1163,168,6732,39
105,69,8,1400,1015,16,0,4,878,185,0,520,0
106,133,346,500,234,252,186,392,107,239,0,8118,54
107,54,8,1700,842,18,0,1,1003,940,10001,228,8
108,179,62,700,106,130,278,97,402,34,1,1904,0
109,947,4,899,1935,441,1090,68,367,1307,0,3745,0
110,256,30,1328,52,81,0,40,615,38,0,121,0
111,78,391,200,253,73,280,9,78,35,0,14,0
112,563,10,1000,400,347,8868,11,660,36,166,1715,12
113,241,291,699,845,46,486,14,433,250,228,50,0
114,10,1,600,38,13,390,12,514,89,21,15,2
115,30,14,600,194,149,0,41,517,146,1097,11423,13
116,11,7,1353,11,35,0,305,227,245,271,1934,0
117,136,1032,200,12,48,594,4,96,407,0,1256,6
118,185,21,700,227,35,962,82,362,593,1548,841,105
119,51,2,2978,128,44,0,26,532,503,833,526,24
120,73,26,3091,1611,36,0,162,2301,476,564,33,16
121,26,812,61,186,15,58,10,47,316,0,68,10
122,0,307,8557,453,1,202,46,2209,70,82,1,1
123,9,21,733,224,10,0,372,340,16,26,171,0
124,143,9,983,293,11,0,10,959,1,204,60,0
125,72,3,1419,83,33,80,753,6,0,0,873,0
126,31,3,700,1513,27,0,47,428,122,0,448,2
127,104,2,1555,3,78,0,3,1110,31,414,3,38
128,22,744,1218,29,11,0,147,263,263,0,344,0
129,45,1,5700,35,3,0,67,4380,90,529,147,0
130,58,3,799,99,8,342,126,334,29,327,437,5
131,12,97,347,794,28,0,122,224,202,0,340,0
132,64,24,1000,3036,42,250,62,665,168,0,215,17
133,107,4,1600,1909,28,0,117,610,183,210,547,0
134,412,153,800,343,1,1876,82,429,458,1870,8,0
135,62,168,290,37,17,126,184,50,42,0,198,32
136,25,1,1700,629,383,0,9,1691,30,17,604,1
137,44,54,17211,68,15,400,623,16588,29,0,552,1
138,36,105,475,468,16,224,17,458,1,0,67,10
139,1336,12,4610,139,906,0,701,42,950,0,1276,0
140,5999,224,2505,924,5616,318,272,76,141,362,880,0
141,296,4,1472,64,276,246,257,116,5,87,1016,0
142,135,93,1557,4,156,0,520,27,1033,1322,11032,12
143,140,2,31282,4802,190,0,75,3746,624,448,2427,37
144,37,198,400,649,47,0,31,188,33,0,230,0
145,0,2060,100,56,200,94,5,14,257,0,22,0
146,129,1083,300,123,85,92,51,94,150,0,470,0
147,473,4914,54,1330,246,160,10,35,215,173,479,0
148,123,34,747,889,39,0,35,486,11,146,465,2
149,242,78,4772,614,117,0,43,479,603,0,53,20
150,203,78,12152,197,110,0,1,427,202,383,232,45
151,158,13,6306,132,215,1684,90,672,210,72,993,13
152,160,1915,2864,129,124,54,4,506,1609,481,120,0
153,196,6,1300,223,172,242,317,593,1691,0,166,0
154,215,5,1500,229,65,1842,25,818,444,1005,347,108
155,236,4323,6,33,27,0,3,2,26,0,24,0
156,75,1004,299,98,143,104,45,156,10,0,231,0
157,139,39,499,221,114,0,44,337,143,396,3847,91
158,704,284,500,274,658,532,361,139,1083,0,381,0
159,86,114,400,396,243,576,17,383,2494,0,2332,0
160,255,3,2119,74,84,0,255,142,203,0,1524,0
161,98,12,598,140,94,380,58,369,115,0,306,0
162,12,27,800,209,158,638,17,488,85,0,34,0
163,18,813,400,387,144,190,26,184,2281,0,227,0
164,13,4,3677,196,11,88,20,1857,23,4,501,0
165,2,8,3599,6,11,262,1500,1000,7,0,53,0
166,176,93,1400,641,17,0,240,584,126,357,30,0
167,54,1,1800,338,15,0,16,1374,1034,1388,3258,0
168,292,13,453,321,79,1270,136,317,1063,0,202,0
169,1,1,1554,282,13,0,1,1528,0,0,101,0
170,112,265,798,1380,12,666,6,505,72,0,1,3
171,168,16,1000,466,84,1150,258,319,474,0,200,0
172,746,7,7233,100,857,0,681,150,279,189,3099,290
173,135,5,3421,1576,16,0,151,394,104,0,647,0
174,69,55,26293,664,30,1310,68,4354,108,1257,131,0
175,72,1,600,176,9,0,11,363,17,687,12,11
176,15,58,1208,317,48,0,64,305,273,0,115,0
177,204,11,1000,108,287,0,12,767,5,334,26,0
178,19,2,685,536,11,0,114,506,13,26,298,5
179,17,1,816,85,9,0,124,692,51,0,282,0
180,40,3,549,104,3,196,32,517,0,0,0,0
181,71,4,1200,389,69,110,87,592,481,0,122,54
182,645,118,5220,1177,62,0,17,653,57,372,79,22
183,2768,106,902,176,2204,1722,88,374,685,966,571,0
184,345,52,1547,12,693,66,207,148,70,217,2621,16
185,1934,1,10750,4043,839,0,190,833,1255,933,2631,0
186,290,4,400,3167,268,830,17,383,908,0,96,28
187,184,19,407,216,219,224,20,387,383,0,101,0
188,276,16,600,632,277,1818,3,369,371,602,260,0
189,83,3,1999,112,118,0,135,568,285,3,641,10
190,23,71,400,407,272,294,112,288,66,0,1195,0
191,115,12,3393,117,236,0,85,1106,248,83,1993,0
192,173,211,2543,752,101,270,36,263,789,562,226,62
193,262,84,600,162,142,276,53,323,773,1154,114,0
194,233,15,15966,88,111,0,132,6752,8064,10004,3270,42
195,100,4,2100,144,103,1844,474,726,11,0,51,28
196,97,1,1300,134,123,774,53,626,768,0,267,0
197,276,38,3643,389,428,802,122,633,516,1208,2497,0
198,41,5,583,603,154,212,54,335,68,0,360,71
199,24,4416,200,145,435,140,41,28,90,0,495,0
200,37,5,500,47,141,494,31,331,26,35,158,9
201,136,2228,100,323,106,236,4,22,263,1034,118,0
202,97,3,2209,532,118,0,242,149,525,725,7916,0
203,773,1,1100,1125,208,164,98,870,63,0,2170,0
204,31,46,600,130,604,656,48,316,422,0,254,0
205,67,53,3900,156,85,1122,65,3030,115,595,114,38
206,48,1,700,718,25,0,28,535,7,0,183,0
207,221,26,1500,580,151,0,175,1211,5440,2636,3519,0
208,388,17,1000,328,103,312,370,332,60,1707,684,182
209,34,1,3540,504,21,0,49,2913,468,1850,1537,6
210,471,60,2100,241,103,0,124,645,261,0,233,0
211,7398,1,463,35,5,0,1,462,4,0,528,227
212,105,101,700,645,75,180,12,586,24,110,159,0
213,4787,5,1000,1120,29,552,88,585,133,198,192,0
214,544,29,399,397,172,1966,44,355,131,0,992,0
215,3,122,548,383,12,150,152,236,96,634,14,0
216,193,26,441,1260,51,0,86,328,2,39,33,27
217,8,32,500,865,126,548,45,454,271,0,895,0
218,125,3,2397,556,73,0,146,1924,79,0,13,0
219,7,2,370,31,6,0,13,353,2,0,546,0
220,92,2193,400,132,32,0,121,208,141,0,1462,12
221,22,16,3199,400,15,414,58,2494,150,538,131,9
222,20,465,739,38,57,0,22,349,7,199,132,21
223,3,6,622,55,20,322,70,552,18,0,83,1
224,153,17,1039,58,416,70,37,603,24,374,86,7
225,11,5,1099,49,235,0,9,752,0,0,19,0
226,131,153,500,306,117,268,238,179,12,509,351,11
227,5,13,801,184,85,198,75,404,326,0,6,0
228,198,32,900,917,210,180,39,641,324,0,1397,0
229,245,1,1666,11,535,90,18,482,28,0,81,19
230,7,439,3245,69,192,210,346,184,444,0,1062,0
231,593,76,400,10,1199,246,32,368,347,0,4462,0
232,79,4,1300,35,263,372,66,757,202,0,581,0
233,155,416,1200,210,659,554,232,740,1475,740,1798,58
234,641,30,6962,181,1605,0,430,639,1758,0,3971,0
235,1522,76,8060,1508,140,0,308,392,491,0,2039,42
236,39,76,399,141,13,258,20,379,1787,770,630,6
237,109,14,700,254,345,192,67,372,3115,330,1552,0
238,390,54,8385,547,1164,882,56,1042,3376,0,148,0
239,119,212,500,1360,406,268,44,456,749,0,2145,0
240,553,16,1100,332,97,380,5,674,3045,0,1,0
241,138,18,800,2601,252,844,149,651,142,0,2184,0
242,154,2,1500,371,164,1396,42,1095,126,0,78,29
243,24,126,2824,883,33,282,12,1963,3,0,74,1
244,1308,2,600,5522,1251,3204,66,534,1637,1423,3826,33
245,679,18,8649,1237,47,0,647,43,95,121,173,0
246,71,3,800,157,229,290,15,611,196,0,418,0
247,89,3,2004,85,44,0,92,777,168,144,1551,27
248,72,9,1000,137,18,0,5,389,641,1099,328,0
249,113,1,700,356,4,0,58,541,206,0,73,0
250,178,15,2399,423,155,500,29,379,728,1257,416,0
251,1985,171,500,228,16,282,87,208,119,1353,1447,0
252,66,13,4799,813,27,0,98,534,33,472,972,17
253,6,13,6382,361,46,1616,159,1738,240,0,1569,0
254,51,13,2941,155,16,0,40,321,1,31,80,5
255,152,237,600,1,417,56,38,548,47,0,905,0
256,61,8,700,392,2,644,3,656,968,0,30,0
257,20,689,200,241,27,0,74,0,199,149,1587,73
258,10,25,1599,507,37,0,41,874,314,0,179,0
259,301,12,900,37,104,0,2,634,2,24,21,2
260,37,44,6900,19,23,204,30,5222,41,159,461,0
261,164,7,599,153,204,354,96,503,58,0,50,0
262,62,3,400,597,54,228,2,361,5,653,285,15
263,60,1,4342,325,21,0,71,1728,3,331,92,15
264,222,55,400,1184,86,276,127,228,205,0,60,119
265,90,9,1572,3,465,0,1,372,0,0,21,2
266,35,1,7992,635,38,580,341,6689,7,27,538,8
267,129,692,174,988,30,168,10,164,40,0,57,0
268,69,13,1174,306,28,0,135,663,29,35,266,16
269,0,5,455,119,60,354,112,343,0,0,3,0
270,170,73,3254,2475,332,0,132,400,83,1262,4115,37
271,196,566,101,124,195,48,41,13,244,262,24,0
272,336,5,500,121,159,1006,41,459,167,0,297,0
273,1246,89,5907,4723,337,464,120,1062,444,0,462,0
274,391,214,198,437,208,0,72,126,75,0,1379,0
275,0,5,1138,63,535,56,18,393,64,4,13,0
276,150,1374,291,124,212,140,15,236,627,357,390,12
277,379,804,5873,149,447,188,281,183,166,412,1101,0
278,176,21,2827,2914,1444,402,108,566,340,950,332,0
279,1209,68,500,518,1027,332,216,284,633,138,1222,0
280,78,176,600,641,51,278,182,418,40,0,505,0
281,197,6787,200,387,486,168,12,188,1041,0,5126,0
282,49,6,1597,154,30,0,3,555,8,22,98,0
283,495,23,2400,1205,600,2154,99,1666,479,0,765,0
284,1156,543,300,1676,75,554,25,210,934,567,324,0
285,42,2,1000,108,82,100,50,540,229,9,817,13
286,132,16,700,856,50,284,121,395,6987,0,900,0
287,24,79,3300,463,83,214,14,2338,21,48,957,0
288,83,29,5043,1683,215,208,743,1445,712,0,6994,0
289,107,69,12729,128,126,622,10,486,1148,2168,327,0
290,112,11,2300,874,48,0,46,1365,4,0,21,0
291,19,17,1883,252,49,106,26,1168,31,48,386,1
292,204,4,900,163,712,406,210,410,77,0,1197,0
293,106,148,800,3607,217,324,0,800,248,0,807,0
294,1,286,199,318,339,290,10,110,123,0,51,0
295,54,476,134,168,9,0,74,4,8,0,283,0
296,28,831,1681,573,8,0,130,168,227,34,128,5
297,101,200,516,129,26,0,26,418,425,0,53,0
298,46,1,11906,805,32,0,49,4923,630,0,327,0
299,145,422,596,338,23,0,63,259,389,57,135,18
300,805,885,400,913,122,936,68,260,825,0,2227,0
301,126,12,600,269,59,618,65,387,551,0,27,0
302,163,63,1100,484,222,0,78,1022,1991,0,430,0
303,1094,335,2000,1125,257,2036,117,1255,459,3325,567,0
304,1,41,400,1255,1,0,7,362,56,95,16,0
305,43,29,1000,314,11,476,453,250,5,0,1920,0
306,129,21,5030,38,24,0,51,416,80,0,39,0
307,198,22,1399,528,86,642,11,697,2421,1206,462,0
308,0,85,700,9054,16,1310,22,678,5856,0,16,0
309,73,10,13300,173,133,0,3,6689,5,9,14,9
310,32,77,1400,614,13,0,103,717,2282,1049,1508,11
311,63,14,899,83,15,0,372,272,159,554,13,74
312,30,8,505,425,17,0,187,314,0,0,0,0
313,292,23,1200,386,315,512,25,999,2,295,88,11
314,131,3,700,537,47,0,4,579,371,0,17,0
315,163,16,600,841,46,0,2,598,0,0,83,0
316,19,1285,399,351,54,124,154,120,168,1092,1155,58
317,22,443,2000,338,23,52,98,1459,9,219,102,4
318,21,1,1399,785,66,228,13,950,92,0,315,0
319,1,6,1010,94,8,0,34,823,0,2,27,14
320,1,38,463,235,9,0,378,85,379,676,2574,2
321,13,41,600,890,94,146,23,355,512,0,105,0
322,69,4066,60,82,81,42,14,12,112,0,677,0
323,110,6,2345,541,127,0,57,651,219,477,284,52
324,688,151,600,1191,219,1414,50,550,1705,0,704,0
325,30,3,1000,6,33,0,719,38,36,387,1206,0
326,324,1,500,17,115,0,28,338,100,388,124,17
327,454,115,301,1929,296,1102,24,277,2822,0,107,0
328,153,1091,100,13,100,208,8,34,108,0,68,10
329,402,22,5610,6512,64,244,364,969,311,0,5635,0
330,57,2,599,74,113,32,4,595,11,44,20,17
331,393,1500,200,394,182,744,25,77,236,0,402,0
332,1105,29,1300,575,505,1040,452,534,3388,0,226,0
333,180,35,700,121,181,738,54,299,21,0,695,0
334,75,26,400,116,133,748,32,337,1097,0,670,0
335,1089,54,400,392,926,1220,213,187,2495,0,2536,0
336,614,34,3613,66,4215,238,117,262,932,1902,1852,103
337,47,7,1664,156,43,0,79,342,120,378,425,7
338,28,221,900,114,103,794,39,327,194,0,202,0
339,712,44,1200,503,421,2284,241,417,908,734,3780,393
340,72,1,3159,40,55,0,211,1081,195,94,1501,0
341,72,328,2100,1272,64,122,33,1512,48,147,132,9
342,69,4322,100,1842,215,120,5,29,250,1464,250,0
343,28,25,1530,431,63,0,107,424,42,0,944,0
344,346,26,1522,1164,165,688,4,710,1234,2,1986,26
345,10,754,22,5192,283,264,2,8,20,197,2,2
346,109,2,16410,560,30,0,174,4680,61,99,435,44
347,82,1585,100,49,645,678,13,2,1387,2525,601,95
348,314,14,1100,720,242,692,115,624,153,0,2133,50
349,684,43,799,1131,208,838,19,748,95,133,130,15
350,1051,447,200,404,11,0,3,52,3,0,12,0
351,43,40,796,207,60,146,2,542,21,39,154,0
352,27,1,500,419,49,86,480,1,32,0,4,0
353,95,233,400,8,11,72,177,4,13,1394,696,0
354,10,13,998,47,22,46,72,482,56,0,986,33
355,716,1,2700,401,102,1114,102,1885,493,1582,375,0
356,283,1,800,213,21,522,71,293,125,0,89,0
357,43,37,1700,343,7,0,134,1431,231,0,346,0
358,510,3,5761,1,1033,0,115,907,105,0,2709,0
359,143,16,700,94,47,0,7,451,6,208,284,0
360,91,2,1300,143,6,4882,246,380,6,0,165,0
361,324,1,451,20,12,522,9,441,3,0,4,0
362,438,503,104,341,10,1406,6,83,51,873,26,385
363,1,4,1099,323,245,2200,88,543,128,0,221,0
364,64,3,1499,69,58,564,54,1072,44,409,440,0
365,32,99,2821,486,87,0,74,699,42,154,1621,49
366,64,2759,19,119,106,180,1,4,87,127,143,10
367,68,246,800,1346,42,502,80,274,134,1338,75,0
368,27,2039,500,8315,7,82,0,500,2,0,46,0
369,696,28,6196,3349,484,0,380,48,500,0,1077,0
370,206,8,699,1076,10,178,18,681,125,0,325,0
371,289,37,999,26,5783,762,21,478,855,0,30,0
372,640,71,401,961,403,1724,15,386,176,0,2299,9
373,517,329,900,653,2459,996,40,634,1239,2625,1056,0
374,167,248,299,584,154,208,33,231,73,117,276,0
375,0,904,400,67,86,34,99,301,258,228,223,15
376,128,19,400,154,62,1054,43,357,151,0,47,34
377,345,2621,100,37,94,520,29,33,880,612,192,0
378,6162,39,399,435,118,72,5,382,13,0,1,0
379,214,788,100,40,34,0,36,28,86,214,607,18
380,221,1167,300,785,159,476,25,224,222,0,474,0
381,6,1650,305,136,62,0,53,1,282,116,797,5
382,796,3,800,454,954,372,42,644,53,110,19,0
383,53,203,3499,5345,166,156,39,1891,1321,741,914,49
384,0,564,399,431,129,658,72,222,1871,1226,138,0
385,86,75,1400,6015,81,0,32,769,263,1373,2235,43
386,122,9,899,392,12,0,22,421,119,537,900,155
387,94,53,900,208,1843,420,46,460,833,0,582,0
388,58,55,2403,2046,7,0,74,1203,7,0,257,0
389,161,3,2130,529,29,0,17,1182,145,0,31,0
390,66,198,600,713,62,116,66,534,53,163,675,7
391,91,7,2300,3719,185,148,57,1355,0,0,0,0
392,149,237,3700,34,50,0,931,19,458,0,6978,0
393,293,12,2400,1728,105,398,52,1827,129,0,817,30
394,17,22,500,335,77,170,16,484,7,0,79,0
395,13,583,9,50,14,24,2,0,17,0,3095,0
396,165,13,600,496,95,518,9,591,11,0,95,0
397,163,1,799,190,33,3136,0,459,12,0,442,0
398,101,4,3589,148,42,0,16,444,125,0,185,0
399,198,3,498,143,57,0,157,341,8,197,983,0
400,0,4,1100,398,202,1616,88,442,1197,0,300,0
401,79,3,1729,76,49,0,164,971,95,112,1497,9
402,192,2411,500,128,23,0,129,370,952,0,1105,0
403,61,4,498,43,35,22,10,388,24,0,73,55
404,13,9,500,464,25,160,58,312,0,0,320,0
405,77,11,8900,684,37,0,55,5374,142,6334,660,22
406,105,25,26237,260,632,0,11027,10,2486,28,35953,1
407,80,6,764,13,330,0,22,379,1,0,89,14
408,336,11143,100,4293,27,510,25,19,214,1,703,35
409,622,16,1000,851,149,2006,170,423,25,134,909,24
410,66,3,1000,407,365,0,108,754,81,1761,218,0
411,24,102,1790,268,16,0,49,286,60,64,4,12
412,34,1,800,1253,25,234,30,770,19,0,117,0
413,13,8,784,5593,6,0,167,321,0,0,0,0
414,194,7,9600,262,56,9814,284,5844,18,19,21,6
415,18,13,589,83,7,0,355,214,178,3089,404,0
416,32,10,400,42,14,0,268,130,0,433,357,3
417,146,3,1389,269,16,0,52,1311,1433,0,54,0
418,222,3,2061,45,433,0,230,252,161,1608,4661,10
419,1105,57,700,72,371,224,49,378,481,0,47,0
420,1326,27,9155,41,1776,0,406,228,6,64,5274,51
421,2550,236,1101,1097,371,1182,709,392,2542,3558,11618,408
422,155,87,13217,280,231,0,285,915,317,0,2501,0
423,2747,24,7514,9638,103,0,124,513,121,91,795,0
424,316,4,3201,410,172,0,10,1290,405,437,4959,0
425,112,58,698,463,150,0,51,376,62,267,511,9
426,484,345,200,135,385,190,48,50,269,0,554,0
427,166,9,1907,522,138,470,6,1142,1022,697,117,0
428,599,4,931,322,215,324,86,696,86,0,756,0
429,159,96,400,100,411,178,69,264,161,0,639,0
430,577,17,4601,171,94,0,109,1689,33,74,1465,56
431,604,13,9298,178,253,0,381,295,131,0,118,0
432,216,23,20445,2487,95,0,24,4234,155,0,256,11
433,134,6,3133,832,656,0,168,265,585,4083,3116,55
434,46,21,999,84,43,0,115,714,69,0,525,11
435,1672,2474,3606,218,2651,0,837,75,746,0,1594,0
436,1332,11,499,8,1708,176,3,496,51,34,1782,40
437,104,3,600,1199,64,104,14,586,175,515,142,0
438,330,2,1500,336,166,3146,47,851,589,1215,595,32
439,53,3,1719,482,31,0,5,727,123,0,26,0
440,33,3,1500,363,436,538,195,476,44,0,1067,0
441,44,4,699,184,78,450,159,261,7,20,330,4
442,0,5,700,13,23,0,662,38,182,760,6402,0
443,186,124,1200,345,289,130,37,744,260,662,563,57
444,120,16,6968,1379,232,892,1238,1265,2439,4457,2255,57
445,70,8,1500,1330,424,168,184,708,181,59,1864,24
446,59,3299,299,135,263,130,53,65,273,0,1091,0
447,647,17,600,5356,986,298,123,237,544,902,4735,0
448,42,1,2800,384,129,540,4,1632,120,49,34,14
449,263,9,800,160,536,284,40,372,120,0,1748,0
450,357,25,1000,499,39,686,40,681,1431,993,570,0
451,103,7,599,134,204,222,150,220,349,69,555,0
452,27,6,3199,98,22,0,65,585,21,0,104,0
453,540,21,1399,1974,8,1632,60,656,71,0,18,0
454,100,287,1244,180,898,742,532,4,201,0,2268,27
455,187,13,500,602,91,500,127,279,291,0,932,0
456,35,5,500,1435,13,0,45,337,219,0,513,0
457,1116,5,7965,2,205,0,213,631,10,0,1986,1
458,63,6,500,103,63,938,19,481,72,0,23,0
459,30,637,500,2064,33,414,24,225,1098,833,392,11
460,19,1231,700,98,12,396,20,388,22,71,705,9
461,19,125,1400,388,17,158,554,330,459,5,1912,7
462,8,439,200,260,39,0,30,27,2,1,178,4
463,34,13,2234,345,930,0,1,447,18,0,23,0
464,58,606,500,9,30,0,2,374,3,0,116,0
465,2,11,2300,72,12,680,26,1935,4,223,55,5
466,26,105,1000,15,61,296,62,669,102,58,9,4
467,10,88,2100,18,5,0,20,1569,97,709,121,0
468,1,3,964,39,177,0,52,574,0,1,18,0
469,8,6,505,664,18,260,184,321,293,0,453,0
470,26,1,385,954,31,0,327,58,143,358,691,23
471,898,30,4600,1874,158,744,25,732,250,715,626,0
472,1,4086,300,445,136,100,32,268,82,0,4,0
473,102,33,2211,156,71,0,31,399,132,295,673,0
474,346,20,12861,84,106,0,42,12782,311,38,774,40
475,264,9,600,3051,132,530,67,533,65,909,24,0
476,1676,1763,200,222,359,258,58,142,1326,0,5651,0
477,200,320,200,352,282,148,4,196,483,0,1413,0
478,242,232,4595,161,149,1566,32,2501,395,0,998,0
479,67,1,3412,45,405,0,156,226,620,785,1380,19
480,199,50,400,169,1226,1228,15,385,131,0,818,0
481,57,589,66,1257,121,50,9,53,477,808,77,0
482,437,13,500,442,271,1020,97,403,1257,0,359,0
483,776,8,2484,186,5709,890,304,90,203,0,3827,0
484,162,37,400,1052,105,476,24,376,43,0,304,0
485,158,14,2600,103,1834,2012,40,1883,157,29,95,2
486,1,101,1196,239,120,358,232,537,128,571,1074,5
487,633,25,1400,565,565,1050,47,836,208,93,430,25
488,21,9,1200,1831,105,342,49,771,10,235,3187,16
489,12,1,3600,491,10,0,56,2597,38,1158,130,0
490,75,388,500,668,270,590,162,188,1234,0,368,0
491,66,22,1800,968,148,1288,46,1073,3186,4817,353,7
492,52,62,500,189,192,2220,243,257,0,0,0,0
493,217,1,401,616,22,436,23,376,47,316,399,0
494,132,2,1753,346,56,522,22,369,112,0,63,0
495,332,8,4800,24,292,310,3202,182,60,0,8991,0
496,5,7,1664,4120,60,0,50,431,67,121,867,25
497,11,7,700,309,6,102,40,438,80,0,80,0
498,66,352,599,362,47,102,26,371,43,0,167,0
499,16,9,1000,3411,40,0,5,628,73,0,134,0
500,654,22,1299,2072,139,3092,108,684,695,0,245,68
501,148,6,799,162,104,554,48,454,326,135,1169,35
502,113,1,700,187,21,572,40,659,7,0,770,13
503,3,10,2000,32,22,0,105,1743,354,498,300,8
504,97,71,800,556,66,1224,11,326,1542,3701,209,0
