followers_count,post_count,like_count,friends_count,posts_count,reposts_count,videos_count,photos_count
0.12628626792986838,0.545980152367455,0.007259569892974471,0.12726933468620868,0.024576668908507324,0.008091395609877795,0.030399448926830597,0.8173821976370943
0.6333589497022183,0.40001617875929574,0.012000485362778873,0.45801852467939363,0.21334196200495775,0.038668230613398594,0.13667219440942605,0.40401634054688873
0.09052591456747276,0.6315761481451588,0.3557878967884395,0.306314431850402,0.024210419012231088,0.6073657291329277,0.005263134567876323,0.054736599505913766
0.0023010195224357093,0.2800669475878892,0.004108963432920909,0.015778419582416294,0.04371937092627848,0.03878861480677339,0.02555775255276806,0.9577171969452056
0.26718580020433635,0.5110747458949431,0.6159105912067263,0.13031677993617494,0.0189286942924053,0.29703489505005237,0.422255488061349,0.06479437661631045
0.16138211200866545,0.8265660736854084,0.2472456716030195,0.14276109908458867,0.032069522258132234,0.37966176350756553,0.037242025848153566,0.2503491737570323
0.010379566554199117,0.7680879250107346,0.539737460818354,0.1608832815900863,0.0051897832770995585,0.0,0.26467894713207746,0.1505037150358872
0.14184796129302377,0.5455690818962453,0.1241169661313958,0.20186056030161076,0.061376521713327595,0.246870009558051,0.15139542022620808,0.73379041515045
0.08354818611391156,0.5696467235039424,0.6702843113229723,0.24494809110669524,0.0,0.15000697052270484,0.03227998099855674,0.3683715478658828
0.9056101754778236,0.20681277795738168,0.17625044521479083,0.021140861746754572,0.003906463583639432,0.09030824637472333,0.18498254028410252,0.2513924212059728
0.04467055882516385,0.6484435958491527,0.5475745920503956,0.03818612286667233,0.010807393264152546,0.4639974174742826,0.010086900379875708,0.24640856642267803
0.008096312658054026,0.7097767430227362,0.3906470857511067,0.021590167088144065,0.0060722344935405185,0.5856332822659078,0.0,0.008771005379558527
0.004100623438263194,0.20503117191315973,0.7053072313812694,0.06560997501221111,0.02255342891044757,0.05843388399525052,0.0,0.6725022438751639
0.18593074740791032,0.8967714085254712,0.005113450654457427,0.125776682070057,0.030609683778765984,0.005184470802436002,0.030254583038873108,0.37882146931772104
0.07377823351301772,0.6366788299456715,0.3351899991702534,0.21860217337190438,0.03461201078388486,0.4554211945248008,0.39712728162562627,0.25048165698864044
0.006522892972354006,0.5638432908306006,0.000626492545367334,0.04654471087052604,0.10959934293661477,0.0028007902028186695,0.005362039138291005,0.8172042466776841
0.041487982470316966,0.7951863306810751,0.16595192988126786,0.3803065059779055,0.05531730996042262,0.08297596494063393,0.006914663745052827,0.42870915219327527
0.01968909296675326,0.36461283271765293,0.12688526578574322,0.03937818593350652,0.03573205760632999,0.32888077511132296,0.123968363124002,0.851006351563002
0.026619538485727786,0.06561153852116003,0.06504915390526438,0.04414719234780911,0.0031868461567420587,0.06242469236441798,0.1837123078592481,0.975268654732386
